T/1	Light:0	Pupil:0	Pupil:1	Pupil:2	
1203	0.7900	0.0000	0.0000	2.0000	
1204	0.7900	0.0000	0.0000	2.0000	
1205	0.7900	0.0000	0.0000	2.0000	
1206	0.7900	0.0000	0.0000	2.0000	
1207	0.7900	0.0000	0.0000	2.0000	
1208	0.7900	0.0000	0.0000	2.0000	
1209	0.7900	0.0000	0.0000	2.0000	
1210	0.7900	0.0000	0.0000	2.0000	
1211	0.7900	0.0000	0.0000	2.0000	
1212	0.7900	0.0000	0.0000	2.0000	
1213	0.7900	0.0000	0.0000	2.0000	
1214	0.7900	0.0000	0.0000	2.0000	
1215	0.7900	0.0000	0.0000	2.0000	
1216	0.7900	0.0000	0.0000	2.0000	
1217	0.7900	0.0000	0.0000	2.0000	
1218	0.7900	0.0000	0.0000	2.0000	
1219	0.7900	0.0000	0.0000	2.0000	
1220	0.7900	0.0000	0.0000	2.0000	
1221	0.7900	0.0000	0.0000	2.0000	
1222	0.7900	0.0000	0.0000	2.0000	
1223	0.7900	0.0000	0.0000	2.0000	
1224	0.7900	0.0000	0.0000	2.0000	
1225	0.7900	0.0000	0.0000	2.0000	
1226	0.4100	0.0000	0.0000	2.0000	
1227	0.4100	0.0000	0.0000	2.0000	
1228	0.4100	0.0000	0.0000	2.0000	
1229	0.4100	0.0000	0.0000	2.0000	
1230	0.4100	0.0000	0.0000	2.0000	
1231	0.4100	0.0000	0.0000	2.0000	
1232	0.4100	0.0000	0.0000	2.0000	
1233	0.4100	0.0000	0.0000	2.0000	
1234	0.4100	0.0000	0.0000	2.0000	
1235	0.4100	0.0000	0.0000	2.0000	
1236	0.4100	0.0000	0.0000	2.0000	
1237	0.4100	0.0000	0.0000	2.0000	
1238	0.4100	0.0000	0.0000	2.0000	
1239	0.4100	0.0000	0.0000	2.0000	
1240	0.4100	0.0000	0.0000	2.0000	
1241	0.4100	0.0000	0.0000	2.0000	
1242	0.4100	0.0000	0.0000	2.0000	
1243	0.4100	0.0000	0.0000	2.0000	
1244	0.4100	0.0000	0.0000	2.0000	
1245	0.4100	0.0000	0.0000	2.0000	
1246	0.4100	0.0000	0.0000	2.0000	
1247	0.4100	0.0000	0.0000	2.0000	
1248	0.4100	0.0000	0.0000	2.0000	
1249	0.4100	0.0000	0.0000	2.0000	
1250	0.4100	0.0000	0.0000	2.0000	
1251	0.4100	0.0000	0.0000	2.0000	
1252	0.4100	0.0000	0.0000	2.0000	
1253	0.4100	0.0000	0.0000	2.0000	
1254	0.4100	0.0000	0.0000	2.0000	
1255	0.4100	0.0000	0.0000	2.0000	
1256	0.4100	0.0000	0.0000	2.0000	
1257	0.4100	0.0000	0.0000	2.0000	
1258	0.4100	0.0000	0.0000	2.0000	
1259	0.4100	0.0000	0.0000	2.0000	
1260	0.4100	0.0000	0.0000	2.0000	
1261	0.4100	0.0000	0.0000	2.0000	
1262	0.4100	0.0000	0.0000	2.0000	
1263	0.4100	0.0000	0.0000	2.0000	
1264	0.4100	0.0000	0.0000	2.0000	
1265	0.4100	0.0000	0.0000	2.0000	
1266	0.4100	0.0000	0.0000	2.0000	
1267	0.4100	0.0000	0.0000	2.0000	
1268	0.4100	0.0000	0.0000	2.0000	
1269	0.4100	0.0000	0.0000	2.0000	
1270	0.4100	0.0000	0.0000	2.0000	
1271	0.4100	0.0000	0.0000	2.0000	
1272	0.4100	0.0000	0.0000	2.0000	
1273	0.4100	0.0000	0.0000	2.0000	
1274	0.4100	0.0000	0.0000	2.0000	
1275	0.4100	0.0000	0.0000	2.0000	
1276	0.4100	0.0000	0.0000	2.0000	
1277	0.4100	0.0000	0.0000	2.0000	
1278	0.4100	0.0000	0.0000	2.0000	
1279	0.4100	0.0000	0.0000	2.0000	
1280	0.4100	0.0000	0.0000	2.0000	
1281	0.4100	0.0000	0.0000	2.0000	
1282	0.4100	0.0000	0.0000	2.0000	
1283	0.4100	0.0000	0.0000	2.0000	
1284	0.4100	0.0000	0.0000	2.0000	
1285	0.4100	0.0000	0.0000	2.0000	
1286	0.4100	0.0000	0.0000	2.0000	
1287	0.4100	0.0000	0.0000	2.0000	
1288	0.4100	0.0000	0.0000	2.0000	
1289	0.4100	0.0000	0.0000	2.0000	
1290	0.4100	0.0000	0.0000	2.0000	
1291	0.4100	0.0000	0.0000	2.0000	
1292	0.4100	0.0000	0.0000	2.0000	
1293	0.4100	0.0000	0.0000	2.0000	
1294	0.4100	0.0000	0.0000	2.0000	
1295	0.4100	0.0000	0.0000	2.0000	
1296	0.4100	0.0000	0.0000	2.0000	
1297	0.4100	0.0000	0.0000	2.0000	
1298	0.4100	0.0000	0.0000	2.0000	
1299	0.4100	0.0000	0.0000	2.0000	
1300	0.4100	0.0000	0.0000	2.0000	
1301	0.4100	0.0000	0.0000	2.0000	
1302	0.4100	0.0000	0.0000	2.0000	
1303	0.4100	0.0000	0.0000	2.0000	
1304	0.4100	0.0000	0.0000	2.0000	
1305	0.4100	0.0000	0.0000	2.0000	
1306	0.4100	0.0000	0.0000	2.0000	
1307	0.4100	0.0000	0.0000	2.0000	
1308	0.4100	0.0000	0.0000	2.0000	
1309	0.4100	0.0000	0.0000	2.0000	
1310	0.4100	0.0000	0.0000	2.0000	
1311	0.4100	0.0000	0.0000	2.0000	
1312	0.4100	0.0000	0.0000	2.0000	
1313	0.4100	0.0000	0.0000	2.0000	
1314	0.4100	0.0000	0.0000	2.0000	
1315	0.4100	0.0000	0.0000	2.0000	
1316	0.4100	0.0000	0.0000	2.0000	
1317	0.4100	0.0000	0.0000	2.0000	
1318	0.4100	0.0000	0.0000	2.0000	
1319	0.4100	0.0000	0.0000	2.0000	
1320	0.4100	0.0000	0.0000	2.0000	
1321	0.4100	0.0000	0.0000	2.0000	
1322	0.4100	0.0000	0.0000	2.0000	
1323	0.4100	0.0000	0.0000	2.0000	
1324	0.4100	0.0000	0.0000	2.0000	
1325	0.4100	0.0000	0.0000	2.0000	
1326	0.4100	0.0000	0.0000	2.0000	
1327	0.4100	0.0000	0.0000	2.0000	
1328	0.4100	0.0000	0.0000	2.0000	
1329	0.4100	0.0000	0.0000	2.0000	
1330	0.4100	0.0000	0.0000	2.0000	
1331	0.4100	0.0000	0.0000	2.0000	
1332	0.4100	0.0000	0.0000	2.0000	
1333	0.4100	0.0000	0.0000	2.0000	
1334	0.4100	0.0000	0.0000	2.0000	
1335	0.4100	0.0000	0.0000	2.0000	
1336	0.4100	0.0000	0.0000	2.0000	
1337	0.4100	0.0000	0.0000	2.0000	
1338	0.4100	0.0000	0.0000	2.0000	
1339	0.4100	0.0000	0.0000	2.0000	
1340	0.4100	0.0000	0.0000	2.0000	
1341	0.4100	0.0000	0.0000	2.0000	
1342	0.4100	0.0000	0.0000	2.0000	
1343	0.4100	0.0000	0.0000	2.0000	
1344	0.4100	0.0000	0.0000	2.0000	
1345	0.4100	0.0000	0.0000	2.0000	
1346	0.4100	0.0000	0.0000	2.0000	
1347	0.4100	0.0000	0.0000	2.0000	
1348	0.4100	0.0000	0.0000	2.0000	
1349	0.4100	0.0000	0.0000	2.0000	
1350	0.4100	0.0000	0.0000	2.0000	
1351	0.4100	0.0000	0.0000	2.0000	
1352	0.4100	0.0000	0.0000	2.0000	
1353	0.4100	0.0000	0.0000	2.0000	
1354	0.4100	0.0000	0.0000	2.0000	
1355	0.4100	0.0000	0.0000	2.0000	
1356	0.4100	0.0000	0.0000	2.0000	
1357	0.4100	0.0000	0.0000	2.0000	
1358	0.4100	0.0000	0.0000	2.0000	
1359	0.4100	0.0000	0.0000	2.0000	
1360	0.4100	0.0000	0.0000	2.0000	
1361	0.4100	0.0000	0.0000	2.0000	
1362	0.4100	0.0000	0.0000	2.0000	
1363	0.4100	0.0000	0.0000	2.0000	
1364	0.4100	0.0000	0.0000	2.0000	
1365	0.4100	0.0000	0.0000	2.0000	
1366	0.4100	0.0000	0.0000	2.0000	
1367	0.4100	0.0000	0.0000	2.0000	
1368	0.4100	0.0000	0.0000	2.0000	
1369	0.4100	0.0000	0.0000	2.0000	
1370	0.4100	0.0000	0.0000	2.0000	
1371	0.4100	0.0000	0.0000	2.0000	
1372	0.4100	0.0000	0.0000	2.0000	
1373	0.4100	0.0000	0.0000	2.0000	
1374	0.4100	0.0000	0.0000	2.0000	
1375	0.4100	0.0000	0.0000	2.0000	
1376	0.4100	0.0000	0.0000	2.0000	
1377	0.4100	0.0000	0.0000	2.0000	
1378	0.4100	0.0000	0.0000	2.0000	
1379	0.4100	0.0000	0.0000	2.0000	
1380	0.4100	0.0000	0.0000	2.0000	
1381	0.4100	0.0000	0.0000	2.0000	
1382	0.4100	0.0000	0.0000	2.0000	
1383	0.4100	0.0000	0.0000	2.0000	
1384	0.4100	0.0000	0.0000	2.0000	
1385	0.4100	0.0000	0.0000	2.0000	
1386	0.4100	0.0000	0.0000	2.0000	
1387	0.4100	0.0000	0.0000	2.0000	
1388	0.4100	0.0000	0.0000	2.0000	
1389	0.4100	0.0000	0.0000	2.0000	
1390	0.4100	0.0000	0.0000	2.0000	
1391	0.4100	0.0000	0.0000	2.0000	
1392	0.4100	0.0000	0.0000	2.0000	
1393	0.4100	0.0000	0.0000	2.0000	
1394	0.4100	0.0000	0.0000	2.0000	
1395	0.4100	0.0000	0.0000	2.0000	
1396	0.4100	0.0000	0.0000	2.0000	
1397	0.4100	0.0000	0.0000	2.0000	
1398	0.4100	0.0000	0.0000	2.0000	
1399	0.4100	0.0000	0.0000	2.0000	
1400	0.4100	0.0000	0.0000	2.0000	
1401	0.4100	0.0000	0.0000	2.0000	
1402	0.4100	0.0000	0.0000	2.0000	
1403	0.4100	0.0000	0.0000	2.0000	
1404	0.4100	0.0000	0.0000	2.0000	
1405	0.4100	0.0000	0.0000	2.0000	
1406	0.4100	0.0000	0.0000	2.0000	
1407	0.4100	0.0000	0.0000	2.0000	
1408	0.4100	0.0000	0.0000	2.0000	
1409	0.4100	0.0000	0.0000	2.0000	
1410	0.4100	0.0000	0.0000	2.0000	
1411	0.4100	0.0000	0.0000	2.0000	
1412	0.4100	0.0000	0.0000	2.0000	
1413	0.4100	0.0000	0.0000	2.0000	
1414	0.4100	0.0000	0.0000	2.0000	
1415	0.4100	0.0000	0.0000	2.0000	
1416	0.4100	0.0000	0.0000	2.0000	
1417	0.4100	0.0000	0.0000	2.0000	
1418	0.4100	0.0000	0.0000	2.0000	
1419	0.4100	0.0000	0.0000	2.0000	
1420	0.4100	0.0000	0.0000	2.0000	
1421	0.4100	0.0000	0.0000	2.0000	
1422	0.4100	0.0000	0.0000	2.0000	
1423	0.4100	0.0000	0.0000	2.0000	
1424	0.4100	0.0000	0.0000	2.0000	
1425	0.4100	0.0000	0.0000	2.0000	
1426	0.4100	0.0000	0.0000	2.0000	
1427	0.4100	0.0000	0.0000	2.0000	
1428	0.4100	0.0000	0.0000	2.0000	
1429	0.4100	0.0000	0.0000	2.0000	
1430	0.4100	0.0000	0.0000	2.0000	
1431	0.4100	0.0000	0.0000	2.0000	
1432	0.4100	0.0000	0.0000	2.0000	
1433	0.4100	0.0000	0.0000	2.0000	
1434	0.4100	0.0000	0.0000	2.0000	
1435	0.4100	0.0000	0.0000	2.0000	
1436	0.4100	0.0000	0.0000	2.0000	
1437	0.4100	0.0000	0.0000	2.0000	
1438	0.4100	0.0000	0.0000	2.0000	
1439	0.4100	0.0000	0.0000	2.0000	
1440	0.4100	0.0000	0.0000	2.0000	
1441	0.4100	0.0000	0.0000	2.0000	
1442	0.4100	0.0000	0.0000	2.0000	
1443	0.4100	0.0000	0.0000	2.0000	
1444	0.4100	0.0000	0.0000	2.0000	
1445	0.4100	0.0000	0.0000	2.0000	
1446	0.4100	0.0000	0.0000	2.0000	
1447	0.4100	0.0000	0.0000	2.0000	
1448	0.4100	0.0000	0.0000	2.0000	
1449	0.4100	0.0000	0.0000	2.0000	
1450	0.4100	0.0000	0.0000	2.0000	
1451	0.4100	0.0000	0.0000	2.0000	
1452	0.4100	0.0000	0.0000	2.0000	
1453	0.4100	0.0000	0.0000	2.0000	
1454	0.4100	0.0000	0.0000	2.0000	
1455	0.4100	0.0000	0.0000	2.0000	
1456	0.4100	0.0000	0.0000	2.0000	
1457	0.4100	0.0000	0.0000	2.0000	
1458	0.4100	0.0000	0.0000	2.0000	
1459	0.4100	0.0000	0.0000	2.0000	
1460	0.4100	0.0000	0.0000	2.0000	
1461	0.4100	0.0000	0.0000	2.0000	
1462	0.4100	0.0000	0.0000	2.0000	
1463	0.4100	0.0000	0.0000	2.0000	
1464	0.4100	0.0000	0.0000	2.0000	
1465	0.4100	0.0000	0.0000	2.0000	
1466	0.4100	0.0000	0.0000	2.0000	
1467	0.4100	0.0000	0.0000	2.0000	
1468	0.4100	0.0000	0.0000	2.0000	
1469	0.4100	0.0000	0.0000	2.0000	
1470	0.4100	0.0000	0.0000	2.0000	
1471	0.4100	0.0000	0.0000	2.0000	
1472	0.4100	0.0000	0.0000	2.0000	
1473	0.4100	0.0000	0.0000	2.0000	
1474	0.4100	0.0000	0.0000	2.0000	
1475	0.4100	0.0000	0.0000	2.0000	
1476	0.4100	0.0000	0.0000	2.0000	
1477	0.4100	0.0000	0.0000	2.0000	
1478	0.4100	0.0000	0.0000	2.0000	
1479	0.4100	0.0000	0.0000	2.0000	
1480	0.4100	0.0000	0.0000	2.0000	
1481	0.4100	0.0000	0.0000	2.0000	
1482	0.4100	0.0000	0.0000	2.0000	
1483	0.4100	0.0000	0.0000	2.0000	
1484	0.4100	0.0000	0.0000	2.0000	
1485	0.4100	0.0000	0.0000	2.0000	
1486	0.4100	0.0000	0.0000	2.0000	
1487	0.4100	0.0000	0.0000	2.0000	
1488	0.4100	0.0000	0.0000	2.0000	
1489	0.4100	0.0000	0.0000	2.0000	
1490	0.4100	0.0000	0.0000	2.0000	
1491	0.4100	0.0000	0.0000	2.0000	
1492	0.4100	0.0000	0.0000	2.0000	
1493	0.4100	0.0000	0.0000	2.0000	
1494	0.4100	0.0000	0.0000	2.0000	
1495	0.4100	0.0000	0.0000	2.0000	
1496	0.4100	0.0000	0.0000	2.0000	
1497	0.4100	0.0000	0.0000	2.0000	
1498	0.4100	0.0000	0.0000	2.0000	
1499	0.4100	0.0000	0.0000	2.0000	
1500	0.4100	0.0000	0.0000	2.0000	
1501	0.4100	0.0000	0.0000	2.0000	
1502	0.4100	0.0000	0.0000	2.0000	
1503	0.4100	0.0000	0.0000	2.0000	
1504	0.4100	0.0000	0.0000	2.0000	
1505	0.4100	0.0000	0.0000	2.0000	
1506	0.4100	0.0000	0.0000	2.0000	
1507	0.4100	0.0000	0.0000	2.0000	
1508	0.4100	0.0000	0.0000	2.0000	
1509	0.4100	0.0000	0.0000	2.0000	
1510	0.4100	0.0000	0.0000	2.0000	
1511	0.4100	0.0000	0.0000	2.0000	
1512	0.4100	0.0000	0.0000	2.0000	
1513	0.4100	0.0000	0.0000	2.0000	
1514	0.4100	0.0000	0.0000	2.0000	
1515	0.4100	0.0000	0.0000	2.0000	
1516	0.4100	0.0000	0.0000	2.0000	
1517	0.4100	0.0000	0.0000	2.0000	
1518	0.4100	0.0000	0.0000	2.0000	
1519	0.4100	0.0000	0.0000	2.0000	
1520	0.4100	0.0000	0.0000	2.0000	
1521	0.4100	0.0000	0.0000	2.0000	
1522	0.4100	0.0000	0.0000	2.0000	
1523	0.4100	0.0000	0.0000	2.0000	
1524	0.4100	0.0000	0.0000	2.0000	
1525	0.4100	0.0000	0.0000	2.0000	
1526	0.4100	0.0000	0.0000	2.0000	
1527	0.4100	0.0000	0.0000	2.0000	
1528	0.4100	0.0000	0.0000	2.0000	
1529	0.4100	0.0000	0.0000	2.0000	
1530	0.4100	0.0000	0.0000	2.0000	
1531	0.4100	0.0000	0.0000	2.0000	
1532	0.4100	0.0000	0.0000	2.0000	
1533	0.4100	0.0000	0.0000	2.0000	
1534	0.4100	0.0000	0.0000	2.0000	
1535	0.4100	0.0000	0.0000	2.0000	
1536	0.4100	0.0000	0.0000	2.0000	
1537	0.4100	0.0000	0.0000	2.0000	
1538	0.4100	0.0000	0.0000	2.0000	
1539	0.4100	0.0000	0.0000	2.0000	
1540	0.4100	0.0000	0.0000	2.0000	
1541	0.4100	0.0000	0.0000	2.0000	
1542	0.4100	0.0000	0.0000	2.0000	
1543	0.4100	0.0000	0.0000	2.0000	
1544	0.4100	0.0000	0.0000	2.0000	
1545	0.4100	0.0000	0.0000	2.0000	
1546	0.4100	0.0000	0.0000	2.0000	
1547	0.4100	0.0000	0.0000	2.0000	
1548	0.4100	0.0000	0.0000	2.0000	
1549	0.4100	0.0000	0.0000	2.0000	
1550	0.4100	0.0000	0.0000	2.0000	
1551	0.4100	0.0000	0.0000	2.0000	
1552	0.4100	0.0000	0.0000	2.0000	
1553	0.4100	0.0000	0.0000	2.0000	
1554	0.4100	0.0000	0.0000	2.0000	
1555	0.4100	0.0000	0.0000	2.0000	
1556	0.4100	0.0000	0.0000	2.0000	
1557	0.4100	0.0000	0.0000	2.0000	
1558	0.4100	0.0000	0.0000	2.0000	
1559	0.4100	0.0000	0.0000	2.0000	
1560	0.4100	0.0000	0.0000	2.0000	
1561	0.4100	0.0000	0.0000	2.0000	
1562	0.4100	0.0000	0.0000	2.0000	
1563	0.4100	0.0000	0.0000	2.0000	
1564	0.4100	0.0000	0.0000	2.0000	
1565	0.4100	0.0000	0.0000	2.0000	
1566	0.4100	0.0000	0.0000	2.0000	
1567	0.4100	0.0000	0.0000	2.0000	
1568	0.4100	0.0000	0.0000	2.0000	
1569	0.4100	0.0000	0.0000	2.0000	
1570	0.4100	0.0000	0.0000	2.0000	
1571	0.4100	0.0000	0.0000	2.0000	
1572	0.4100	0.0000	0.0000	2.0000	
1573	0.4100	0.0000	0.0000	2.0000	
1574	0.4100	0.0000	0.0000	2.0000	
1575	0.4100	0.0000	0.0000	2.0000	
1576	0.4100	0.0000	0.0000	2.0000	
1577	0.4100	0.0000	0.0000	2.0000	
1578	0.4100	0.0000	0.0000	2.0000	
1579	0.4100	0.0000	0.0000	2.0000	
1580	0.4100	0.0000	0.0000	2.0000	
1581	0.4100	0.0000	0.0000	2.0000	
1582	0.4100	0.0000	0.0000	2.0000	
1583	0.4100	0.0000	0.0000	2.0000	
1584	0.4100	0.0000	0.0000	2.0000	
1585	0.4100	0.0000	0.0000	2.0000	
1586	0.4100	0.0000	0.0000	2.0000	
1587	0.4100	0.0000	0.0000	2.0000	
1588	0.4100	0.0000	0.0000	2.0000	
1589	0.4100	0.0000	0.0000	2.0000	
1590	0.4100	0.0000	0.0000	2.0000	
1591	0.4100	0.0000	0.0000	2.0000	
1592	0.4100	0.0000	0.0000	2.0000	
1593	0.4100	0.0000	0.0000	2.0000	
1594	0.4100	0.0000	0.0000	2.0000	
1595	0.4100	0.0000	0.0000	2.0000	
1596	0.4100	0.0000	0.0000	2.0000	
1597	0.4100	0.0000	0.0000	2.0000	
1598	0.4100	0.0000	0.0000	2.0000	
1599	0.4100	0.0000	0.0000	2.0000	
1600	0.4100	0.0000	0.0000	2.0000	
1601	0.4100	0.0000	0.0000	2.0000	
1602	0.4100	0.0000	0.0000	2.0000	
1603	0.4100	0.0000	0.0000	2.0000	
1604	0.4100	0.0000	0.0000	2.0000	
1605	0.4100	0.0000	0.0000	2.0000	
1606	0.4100	0.0000	0.0000	2.0000	
1607	0.4100	0.0000	0.0000	2.0000	
1608	0.4100	0.0000	0.0000	2.0000	
1609	0.4100	0.0000	0.0000	2.0000	
1610	0.4100	0.0000	0.0000	2.0000	
1611	0.4100	0.0000	0.0000	2.0000	
1612	0.4100	0.0000	0.0000	2.0000	
1613	0.4100	0.0000	0.0000	2.0000	
1614	0.4100	0.0000	0.0000	2.0000	
1615	0.4100	0.0000	0.0000	2.0000	
1616	0.4100	0.0000	0.0000	2.0000	
1617	0.4100	0.0000	0.0000	2.0000	
1618	0.4100	0.0000	0.0000	2.0000	
1619	0.4100	0.0000	0.0000	2.0000	
1620	0.4100	0.0000	0.0000	2.0000	
1621	0.4100	0.0000	0.0000	2.0000	
1622	0.4100	0.0000	0.0000	2.0000	
1623	0.4100	0.0000	0.0000	2.0000	
1624	0.4100	0.0000	0.0000	2.0000	
1625	0.4100	0.0000	0.0000	2.0000	
1626	0.4100	0.0000	0.0000	2.0000	
1627	0.4100	0.0000	0.0000	2.0000	
1628	0.4100	0.0000	0.0000	2.0000	
1629	0.4100	0.0000	0.0000	2.0000	
1630	0.4100	0.0000	0.0000	2.0000	
1631	0.4100	0.0000	0.0000	2.0000	
1632	0.4100	0.0000	0.0000	2.0000	
1633	0.4100	0.0000	0.0000	2.0000	
1634	0.4100	0.0000	0.0000	2.0000	
1635	0.4100	0.0000	0.0000	2.0000	
1636	0.4100	0.0000	0.0000	2.0000	
1637	0.4100	0.0000	0.0000	2.0000	
1638	0.4100	0.0000	0.0000	2.0000	
1639	0.4100	0.0000	0.0000	2.0000	
1640	0.4100	0.0000	0.0000	2.0000	
1641	0.4100	0.0000	0.0000	2.0000	
1642	0.4100	0.0000	0.0000	2.0000	
1643	0.4100	0.0000	0.0000	2.0000	
1644	0.4100	0.0000	0.0000	2.0000	
1645	0.4100	0.0000	0.0000	2.0000	
1646	0.4100	0.0000	0.0000	2.0000	
1647	0.4100	0.0000	0.0000	2.0000	
1648	0.4100	0.0000	0.0000	2.0000	
1649	0.4100	0.0000	0.0000	2.0000	
1650	0.4100	0.0000	0.0000	2.0000	
1651	0.4100	0.0000	0.0000	2.0000	
1652	0.4100	0.0000	0.0000	2.0000	
1653	0.4100	0.0000	0.0000	2.0000	
1654	0.4100	0.0000	0.0000	2.0000	
1655	0.4100	0.0000	0.0000	2.0000	
1656	0.4100	0.0000	0.0000	2.0000	
1657	0.4100	0.0000	0.0000	2.0000	
1658	0.4100	0.0000	0.0000	2.0000	
1659	0.4100	0.0000	0.0000	2.0000	
1660	0.4100	0.0000	0.0000	2.0000	
1661	0.4100	0.0000	0.0000	2.0000	
1662	0.4100	0.0000	0.0000	2.0000	
1663	0.4100	0.0000	0.0000	2.0000	
1664	0.4100	0.0000	0.0000	2.0000	
1665	0.4100	0.0000	0.0000	2.0000	
1666	0.4100	0.0000	0.0000	2.0000	
1667	0.4100	0.0000	0.0000	2.0000	
1668	0.4100	0.0000	0.0000	2.0000	
1669	0.4100	0.0000	0.0000	2.0000	
1670	0.4100	0.0000	0.0000	2.0000	
1671	0.4100	0.0000	0.0000	2.0000	
1672	0.4100	0.0000	0.0000	2.0000	
1673	0.4100	0.0000	0.0000	2.0000	
1674	0.4100	0.0000	0.0000	2.0000	
1675	0.4100	0.0000	0.0000	2.0000	
1676	0.4100	0.0000	0.0000	2.0000	
1677	0.4100	0.0000	0.0000	2.0000	
1678	0.4100	0.0000	0.0000	2.0000	
1679	0.4100	0.0000	0.0000	2.0000	
1680	0.4100	0.0000	0.0000	2.0000	
1681	0.4100	0.0000	0.0000	2.0000	
1682	0.4100	0.0000	0.0000	2.0000	
1683	0.4100	0.0000	0.0000	2.0000	
1684	0.4100	0.0000	0.0000	2.0000	
1685	0.4100	0.0000	0.0000	2.0000	
1686	0.4100	0.0000	0.0000	2.0000	
1687	0.4100	0.0000	0.0000	2.0000	
1688	0.4100	0.0000	0.0000	2.0000	
1689	0.4100	0.0000	0.0000	2.0000	
1690	0.4100	0.0000	0.0000	2.0000	
1691	0.4100	0.0000	0.0000	2.0000	
1692	0.4100	0.0000	0.0000	2.0000	
1693	0.4100	0.0000	0.0000	2.0000	
1694	0.4100	0.0000	0.0000	2.0000	
1695	0.4100	0.0000	0.0000	2.0000	
1696	0.4100	0.0000	0.0000	2.0000	
1697	0.4100	0.0000	0.0000	2.0000	
1698	0.4100	0.0000	0.0000	2.0000	
1699	0.4100	0.0000	0.0000	2.0000	
1700	0.4100	0.0000	0.0000	2.0000	
1701	0.4100	0.0000	0.0000	2.0000	
1702	0.4100	0.0000	0.0000	2.0000	
1703	0.4100	0.0000	0.0000	2.0000	
1704	0.4100	0.0000	0.0000	2.0000	
1705	0.4100	0.0000	0.0000	2.0000	
1706	0.4100	0.0000	0.0000	2.0000	
1707	0.4100	0.0000	0.0000	2.0000	
1708	0.4100	0.0000	0.0000	2.0000	
1709	0.4100	0.0000	0.0000	2.0000	
1710	0.4100	0.0000	0.0000	2.0000	
1711	0.4100	0.0000	0.0000	2.0000	
1712	0.4100	0.0000	0.0000	2.0000	
1713	0.4100	0.0000	0.0000	2.0000	
1714	0.4100	0.0000	0.0000	2.0000	
1715	0.4100	0.0000	0.0000	2.0000	
1716	0.4100	0.0000	0.0000	2.0000	
1717	0.4100	0.0000	0.0000	2.0000	
1718	0.4100	0.0000	0.0000	2.0000	
1719	0.4100	0.0000	0.0000	2.0000	
1720	0.4100	0.0000	0.0000	2.0000	
1721	0.4100	0.0000	0.0000	2.0000	
1722	0.4100	0.0000	0.0000	2.0000	
1723	0.4100	0.0000	0.0000	2.0000	
1724	0.4100	0.0000	0.0000	2.0000	
1725	0.4100	0.0000	0.0000	2.0000	
1726	0.4100	0.0000	0.0000	2.0000	
1727	0.4100	0.0000	0.0000	2.0000	
1728	0.4100	0.0000	0.0000	2.0000	
1729	0.4100	0.0000	0.0000	2.0000	
1730	0.4100	0.0000	0.0000	2.0000	
1731	0.4100	0.0000	0.0000	2.0000	
1732	0.4100	0.0000	0.0000	2.0000	
1733	0.4100	0.0000	0.0000	2.0000	
1734	0.4100	0.0000	0.0000	2.0000	
1735	0.4100	0.0000	0.0000	2.0000	
1736	0.4100	0.0000	0.0000	2.0000	
1737	0.4100	0.0000	0.0000	2.0000	
1738	0.4100	0.0000	0.0000	2.0000	
1739	0.4100	0.0000	0.0000	2.0000	
1740	0.4100	0.0000	0.0000	2.0000	
1741	0.4100	0.0000	0.0000	2.0000	
1742	0.4100	0.0000	0.0000	2.0000	
1743	0.4100	0.0000	0.0000	2.0000	
1744	0.4100	0.0000	0.0000	2.0000	
1745	0.4100	0.0000	0.0000	2.0000	
1746	0.4100	0.0000	0.0000	2.0000	
1747	0.4100	0.0000	0.0000	2.0000	
1748	0.4100	0.0000	0.0000	2.0000	
1749	0.4100	0.0000	0.0000	2.0000	
1750	0.4100	0.0000	0.0000	2.0000	
1751	0.4100	0.0000	0.0000	2.0000	
1752	0.4100	0.0000	0.0000	2.0000	
1753	0.4100	0.0000	0.0000	2.0000	
1754	0.4100	0.0000	0.0000	2.0000	
1755	0.4100	0.0000	0.0000	2.0000	
1756	0.4100	0.0000	0.0000	2.0000	
1757	0.4100	0.0000	0.0000	2.0000	
1758	0.4100	0.0000	0.0000	2.0000	
1759	0.4100	0.0000	0.0000	2.0000	
1760	0.4100	0.0000	0.0000	2.0000	
1761	0.4100	0.0000	0.0000	2.0000	
1762	0.4100	0.0000	0.0000	2.0000	
1763	0.4100	0.0000	0.0000	2.0000	
1764	0.4100	0.0000	0.0000	2.0000	
1765	0.4100	0.0000	0.0000	2.0000	
1766	0.4100	0.0000	0.0000	2.0000	
1767	0.4100	0.0000	0.0000	2.0000	
1768	0.4100	0.0000	0.0000	2.0000	
1769	0.4100	0.0000	0.0000	2.0000	
1770	0.4100	0.0000	0.0000	2.0000	
1771	0.4100	0.0000	0.0000	2.0000	
1772	0.4100	0.0000	0.0000	2.0000	
1773	0.4100	0.0000	0.0000	2.0000	
1774	0.4100	0.0000	0.0000	2.0000	
1775	0.4100	0.0000	0.0000	2.0000	
1776	0.4100	0.0000	0.0000	2.0000	
1777	0.4100	0.0000	0.0000	2.0000	
1778	0.4100	0.0000	0.0000	2.0000	
1779	0.4100	0.0000	0.0000	2.0000	
1780	0.4100	0.0000	0.0000	2.0000	
1781	0.4100	0.0000	0.0000	2.0000	
1782	0.4100	0.0000	0.0000	2.0000	
1783	0.4100	0.0000	0.0000	2.0000	
1784	0.4100	0.0000	0.0000	2.0000	
