0.569825	-0.453770	0	1
-0.775800	0.003148	0	1
-0.461353	0.227574	0	1
0.327777	-0.985472	0	1
-0.120208	0.645637	0	1
0.000006	-0.866429	0	1
0.979920	-0.045098	0	1
-0.407081	-0.155527	0	1
0.831732	-0.310717	0	1
0.247259	0.384648	0	1
-0.133452	0.236383	0	1
0.615170	-0.565937	0	1
-0.393456	0.824260	0	1
-0.335952	-0.102156	0	1
-0.577892	-0.272755	0	1
0.699556	-0.697494	0	1
-0.606342	0.649349	0	1
-0.777295	-0.041204	0	1
-0.831281	-0.090378	0	1
0.069852	-0.558396	0	1
-0.562288	-0.002706	0	1
0.422001	-0.641694	0	1
0.916331	-0.985518	0	1
0.937890	-0.462386	0	1
0.963393	-0.942353	0	1
0.097021	0.333460	0	1
0.812315	-0.247844	0	1
0.250041	-0.412025	0	1
-0.566564	-0.161241	0	1
-0.281555	-0.617681	0	1
-0.903716	0.072880	0	1
0.091254	0.511951	0	1
0.747988	0.142560	0	1
-0.499872	-0.106709	0	1
-0.908070	0.494387	0	1
-0.550608	0.285282	0	1
-0.982470	0.812094	0	1
0.230318	-0.864112	0	1
-0.552926	-0.972557	1	1
0.135181	-0.907360	0	1
0.411922	0.468003	0	1
0.078314	-0.318344	0	1
-0.022405	-0.847715	0	1
0.474048	-0.249957	0	1
-0.619711	-0.907326	1	1
0.055696	-0.655155	0	1
0.849150	0.945957	1	1
-0.174666	0.772137	0	1
-0.491232	-0.629724	0	1
-0.499387	0.176370	0	1
-0.686301	0.045175	0	1
-0.158227	0.948043	0	1
-0.879158	0.190823	0	1
0.732716	-0.314148	0	1
-0.991063	0.608446	0	1
-0.967242	0.957576	0	1
0.804284	-0.743668	0	1
-0.072732	-0.588653	0	1
0.461255	-0.123444	0	1
-0.839046	-0.061326	0	1
0.980440	0.019049	0	1
0.321336	-0.511998	0	1
0.413816	0.931444	0	1
0.383413	0.998424	0	1
-0.608447	-0.310426	0	1
0.042814	-0.157483	0	1
0.656808	-0.864009	0	1
-0.122594	-0.588747	0	1
0.675194	-0.348356	0	1
-0.888428	-0.368892	0	1
0.100765	0.351818	0	1
-0.658545	0.367249	0	1
0.648880	-0.796121	0	1
0.519208	0.508132	0	1
0.798878	0.769132	1	1
0.740812	0.251280	0	1
-0.194529	-0.598993	0	1
0.069054	0.784786	0	1
0.216696	-0.587083	0	1
-0.033592	0.194341	0	1
0.612228	0.476561	0	1
0.194830	-0.318296	0	1
0.627323	0.565809	0	1
-0.648421	-0.066652	0	1
0.613845	0.332514	0	1
-0.789449	0.475766	0	1
0.831869	-0.012491	0	1
0.423732	-0.418245	0	1
0.236002	-0.590612	0	1
0.355569	0.025362	0	1
0.843623	-0.636057	0	1
0.565492	0.714153	0	1
0.673497	-0.183374	0	1
-0.796674	-0.677158	1	1
0.017268	0.626038	0	1
