CS/3			R/1		LOC/3
0	0	0		1		0	0	0
0	0	0		0		0	0	0
0	1	0		0		0	1	0
0	0	0		1		0	0	0
0	0	0		0		0	0	0
0	1	0		0		0	1	0
0	0	0		1		0	0	0
0	0	0		0		0	0	0
0	1	0		0		0	1	0
0	0	0		1		0	0	0
0	0	0		0		0	0	0
0	1	0		0		0	1	0
0	0	0		1		0	0	0
0	0	0		0		0	0	0
0	1	0		0		0	1	0
0	0	0		1		0	0	0

